source_id,publisher,title,source_url,raw_file,sha256,bytes,source_status,domain,rights_status,terms_url,terms_checked_date,public_release_action,acquisition_instruction,archive_reliance,attribution_requirement,third_party_caveat,note
ESRI-SNA-2024-NOMINAL-GDP-FISCAL-YEAR,Cabinet Office Economic and Social Research Institute,"National Accounts for 2024: Gross Domestic Product (Expenditure approach) at current prices, Fiscal Year",https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2024/tables/2024ffm1n_en.xlsx,data/raw/esri/2024ffm1n_en.xlsx,a0cd9e5e973360e704c2a4abbe3208239884559310d4df045c345cc3b9f17ae5,46819,RAW_OFFICIAL,www.esri.cao.go.jp,ORGANIZATION_TERMS_SCOPE_NOT_VERIFIED_FOR_SUBDOMAIN,https://www.cao.go.jp/notice/rule.html,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.esri.cao.go.jp/en/sna/data/kakuhou/files/2024/tables/2024ffm1n_en.xlsx and verify SHA-256 a0cd9e5e973360e704c2a4abbe3208239884559310d4df045c345cc3b9f17ae5; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"Cabinet Office PDL1.0 terms exist, but this audit does not assume subdomain/source-specific scope without separate confirmation."
ESTAT-7141-1-2024,Statistics Bureau of Japan,2024 NSFCW table 7-141-1: household members by main annual-income type and equivalized disposable-income class/decile,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490407&fileKind=0,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,48268537,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490407&fileKind=0 and verify SHA-256 69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-7142-1-2-2024-DBVIEW,Statistics Bureau of Japan,2024 NSFCW table 7-142-1-2 DB view: household members by OECD-new equivalized-disposable-income class/decile and household characteristics,https://www.e-stat.go.jp/dbview?sid=0004056128,data/raw/estat/dbview_0004056128.html,5919ba3a9ce4b6d8d11e1b43930ae5af86bbd970225fbfaabc1aa85901d12544,426481,RAW_OFFICIAL_METADATA,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/dbview?sid=0004056128 and verify SHA-256 5919ba3a9ce4b6d8d11e1b43930ae5af86bbd970225fbfaabc1aa85901d12544; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-7145-1-2024-DBVIEW,Statistics Bureau of Japan,2024 NSFCW table 7-145-1 DB view: household members by household type and OECD-new equivalized-disposable-income class/decile,https://www.e-stat.go.jp/dbview?sid=0004056154,data/raw/estat/dbview_0004056154.html,37dea334e8dee15a8c9364251c10ffcda8f16c521cd38bea27f8e46e3f9683a2,455774,RAW_OFFICIAL_METADATA,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/dbview?sid=0004056154 and verify SHA-256 37dea334e8dee15a8c9364251c10ffcda8f16c521cd38bea27f8e46e3f9683a2; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-7153-1-2024,Statistics Bureau of Japan,2024 NSFCW table 7-153-1: equivalized annual income by OECD-new equivalized-disposable-income class/decile and income component,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490416&fileKind=0,data/raw/estat/000040490416.xlsx,3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c,20894,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490416&fileKind=0 and verify SHA-256 3c039606b6dea33926d6fa7e7d711a1c18da490856e4812e2737c5544f34cc4c; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-7155-1-2024,Statistics Bureau of Japan,2024 NSFCW table 7-155-1: sex x age class x equivalized disposable-income class/decile x equivalized annual-income component,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490418&fileKind=0,data/raw/estat/000040490418.xlsx,f38e97b7e619a43ca89140039dab7332100976de6772ef26f9d8b06e3c799892,25677254,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490418&fileKind=0 and verify SHA-256 f38e97b7e619a43ca89140039dab7332100976de6772ef26f9d8b06e3c799892; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-7156-1-2024,Statistics Bureau of Japan,2024 NSFCW table 7-156-1: household type x OECD-new equivalized-disposable-income class/decile x equivalized annual-income component,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490419&fileKind=0,data/raw/estat/000040490419.xlsx,b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f,15064501,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490419&fileKind=0 and verify SHA-256 b5cdd2ba4f2501956fa8ffe36ee061267690bbca801156c6b3aa43580559135f; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-7171-2024,Statistics Bureau of Japan,2024 NSFCW table 7-171: equivalized annual-income quantiles by main annual-income type and other characteristics,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490427&fileKind=0,data/raw/estat/000040490427.xlsx,e239ec816a1ebcd2de84c7bb53653a7fb11ee84917d066da2adb880317117cf6,73666,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490427&fileKind=0 and verify SHA-256 e239ec816a1ebcd2de84c7bb53653a7fb11ee84917d066da2adb880317117cf6; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-7191-1-2024,Statistics Bureau of Japan,"2024 NSFCW table 7-191-1: household members by sex, age, household size, head employment, income and asset classes",https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490431&fileKind=0,data/raw/estat/000040490431.xlsx,3e58114ef07d0cc1b60c8acf9137ba9d33c48c1437f5f593a7f1c00a5fba7008,41019201,RAW_OFFICIAL,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040490431&fileKind=0 and verify SHA-256 3e58114ef07d0cc1b60c8acf9137ba9d33c48c1437f5f593a7f1c00a5fba7008; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-762-1-2024-DBVIEW,Statistics Bureau of Japan,2024 NSFCW table 7-62-1 DB view: households and household members by annual disposable-income class/decile,https://www.e-stat.go.jp/dbview?sid=0004056282,data/raw/estat/dbview_0004056282.html,690dbe37398555c1c30e8384069a5f00cbcf31e544c05533634b86eba3aa1cfb,479804,RAW_OFFICIAL_METADATA,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/dbview?sid=0004056282 and verify SHA-256 690dbe37398555c1c30e8384069a5f00cbcf31e544c05533634b86eba3aa1cfb; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,"Ministry of Health, Labour and Welfare / e-Stat",2019 Basic Survey on Wage Structure industry wage DB snapshot,https://www.e-stat.go.jp/dbview?sid=0003084009,data/raw/estat/bsws_2019_industry_major_wage_db_snapshot.json,510b65c6a47d54d4074594fe376458920e5a74edc105acc7aa14aea49993a8a1,184533,RAW_OFFICIAL_API_SNAPSHOT,www.e-stat.go.jp,SITE_TERMS_ALLOW_REUSE_WITH_ATTRIBUTION,https://www.e-stat.go.jp/terms-of-use,2026-09-13,EXCLUDE_RAW_ACQUIRE_EXTERNALLY,"Retrieve from https://www.e-stat.go.jp/dbview?sid=0003084009 and verify SHA-256 510b65c6a47d54d4074594fe376458920e5a74edc105acc7aa14aea49993a8a1; if bytes differ, treat the upstream source as changed and do not silently substitute.",NONE_DECLARED_IN_SOURCE_CATALOG,CITE_PUBLISHER_TITLE_AND_SOURCE_URL,SOURCE_OR_EMBEDDED_THIRD_PARTY_RIGHTS_MAY_OVERRIDE_SITE_TERMS,"e-Stat terms permit reuse including commercial reuse with attribution, subject to third-party rights and listed exceptions."
