industry_code,industry_name,wage_formula,hourly_rate_yen,meti_mean_hours_lower_bound,mechanical_internal_labor_cost_lower_yen_per_respondent_reported_period,hours_source_id,wage_source_id,identification_status,model_calibration_permission,note
37,Ｇ 情報通信業,scheduled_hour_rate,2435.064935064935,15.126155878468,36833.171781983765,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
37,Ｇ 情報通信業,regular_cash_effective_hour_rate,2443.030303030303,15.126155878468,36953.657179457277,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
43,Ｈ 運輸業，郵便業,scheduled_hour_rate,1684.939759036145,15.126155878468,25486.66144100904,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
43,Ｈ 運輸業，郵便業,regular_cash_effective_hour_rate,1722.279792746114,15.126155878468,26051.472611413281,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
52,Ｉ 卸売業，小売業,scheduled_hour_rate,1948.765432098765,15.126155878468,29477.329696495966,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
52,Ｉ 卸売業，小売業,regular_cash_effective_hour_rate,1963.372093023256,15.126155878468,29698.272326503745,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
67,Ｊ 金融業，保険業,scheduled_hour_rate,2538.194444444444,15.126155878468,38393.124816528146,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
67,Ｊ 金融業，保険業,regular_cash_effective_hour_rate,2538.064516129032,15.126155878468,38391.159500576197,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
74,Ｋ 不動産業，物品賃貸業,scheduled_hour_rate,2025.157232704403,15.126155878468,30632.843980293693,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
74,Ｋ 不動産業，物品賃貸業,regular_cash_effective_hour_rate,2027.485380116959,15.126155878468,30668.059900964067,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
78,Ｌ 学術研究，専門・技術サービス業,scheduled_hour_rate,2496.774193548387,15.126155878468,37766.595644949134,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
78,Ｌ 学術研究，専門・技術サービス業,regular_cash_effective_hour_rate,2495.808383233533,15.126155878468,37751.98664757762,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
83,Ｍ 宿泊業，飲食サービス業,scheduled_hour_rate,1466.272189349112,15.126155878468,22179.061696357215,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
83,Ｍ 宿泊業，飲食サービス業,regular_cash_effective_hour_rate,1490.710382513661,15.126155878468,22548.717615552294,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
87,Ｎ 生活関連サービス業，娯楽業,scheduled_hour_rate,1597.575757575758,15.126155878468,24165.17993675252,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
87,Ｎ 生活関連サービス業，娯楽業,regular_cash_effective_hour_rate,1614.367816091954,15.126155878468,24419.179231388857,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
91,Ｏ 教育，学習支援業,scheduled_hour_rate,2455.063291139241,15.126155878468,37135.670033276825,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
91,Ｏ 教育，学習支援業,regular_cash_effective_hour_rate,2452.760736196319,15.126155878468,37100.84122829145,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
94,Ｐ 医療，福祉,scheduled_hour_rate,1791.194968553459,15.126155878468,27093.894303067208,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
94,Ｐ 医療，福祉,regular_cash_effective_hour_rate,1856.969696969697,15.126155878468,28088.813097955123,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
98,Ｑ 複合サービス事業,scheduled_hour_rate,1947.402597402597,15.126155878468,29456.715246445145,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
98,Ｑ 複合サービス事業,regular_cash_effective_hour_rate,1959.756097560976,15.126155878468,29643.576215485464,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
101,Ｒ サービス業（他に分類されないもの）,scheduled_hour_rate,1651.572327044025,15.126155878468,24981.940463432053,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
101,Ｒ サービス業（他に分類されないもの）,regular_cash_effective_hour_rate,1673.988439306358,15.126155878468,25321.01007170134,METI-2021-SME-TAX-SURVEY,ESTAT-BSWS-2019-INDUSTRY-WAGE-DB-SNAPSHOT,MECHANICAL_WAGE_CONVERSION_SENSITIVITY_NOT_ANNUAL_NOT_POPULATION_ESTIMATE,DO_NOT_USE_AS_NATIONAL_C_VAT,"Multiplies the conditional METI Q8-3 respondent-subset hours lower bound by a 2019 BSWS industry wage candidate. Q8-3 period, respondent industry mix, population selection, temporal alignment, and VAT-specific external outsourcing remain unresolved."
