income_class_index,income_class_label,lower_bound_yen_exclusive,upper_bound_yen_inclusive,is_topcoded,primary_income_type,primary_income_type_ja,positive_liability_persons_estimated,source_cell,source_income_class_label_cell,source_income_class_label,income_class_positive_liability_total_estimated,income_class_total_source_cell,category_positive_liability_total,category_total_source_cell,share_within_income_class,share_within_primary_type,target_population,cell_nature,source_id_xlsx,source_file_xlsx,source_sha256_xlsx,visual_source_id_pdf,visual_source_file_pdf,visual_source_sha256_pdf,evidence_status,identification_warning
3,150万円,1000000,1500000,False,business,事業所得者,46153,D39,C39,150万円,128633,D11,1174065,D62,0.358795954382,0.0393104300017,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
3,150万円,1000000,1500000,False,real_estate,不動産所得者,19355,D74,C74,150万円,128633,D11,804398,D97,0.150466831995,0.0240614720574,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
3,150万円,1000000,1500000,False,salary,給与所得者,30051,D102,C102,150万円,128633,D11,2385726,D125,0.233618122877,0.0125961656955,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
3,150万円,1000000,1500000,False,miscellaneous,雑所得者,22297,D137,C137,150万円,128633,D11,411376,D160,0.17333810142,0.0542010229085,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
3,150万円,1000000,1500000,False,other,他の区分に該当しない所得者,10777,D165,C165,150万円,128633,D11,382695,D188,0.0837809893262,0.0281608069089,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
4,200万円,1500000,2000000,False,business,事業所得者,110751,D40,C40,200万円,380979,D12,1174065,D62,0.290701062263,0.0943312337903,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
4,200万円,1500000,2000000,False,real_estate,不動産所得者,54540,D75,C75,200万円,380979,D12,804398,D97,0.14315749687,0.0678022570916,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
4,200万円,1500000,2000000,False,salary,給与所得者,130046,D103,C103,200万円,380979,D12,2385726,D125,0.341346898385,0.0545100317471,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
4,200万円,1500000,2000000,False,miscellaneous,雑所得者,72709,D138,C138,200万円,380979,D12,411376,D160,0.190847789511,0.176745848081,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
4,200万円,1500000,2000000,False,other,他の区分に該当しない所得者,12933,D166,C166,200万円,380979,D12,382695,D188,0.0339467529706,0.0337945361188,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
5,250万円,2000000,2500000,False,business,事業所得者,116159,D41,C41,250万円,434621,D13,1174065,D62,0.267265042416,0.0989374523557,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
5,250万円,2000000,2500000,False,real_estate,不動産所得者,60515,D76,C76,250万円,434621,D13,804398,D97,0.139236254116,0.0752301721287,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
5,250万円,2000000,2500000,False,salary,給与所得者,174464,D104,C104,250万円,434621,D13,2385726,D125,0.401416406478,0.0731282636816,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
5,250万円,2000000,2500000,False,miscellaneous,雑所得者,71024,D139,C139,250万円,434621,D13,411376,D160,0.163415941706,0.17264983859,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
5,250万円,2000000,2500000,False,other,他の区分に該当しない所得者,12459,D167,C167,250万円,434621,D13,382695,D188,0.0286663552843,0.0325559518677,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
6,300万円,2500000,3000000,False,business,事業所得者,115841,D42,C42,300万円,435915,D14,1174065,D62,0.265742174506,0.0986665985273,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
6,300万円,2500000,3000000,False,real_estate,不動産所得者,63122,D77,C77,300万円,435915,D14,804398,D97,0.14480345939,0.0784711050997,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
6,300万円,2500000,3000000,False,salary,給与所得者,181588,D105,C105,300万円,435915,D14,2385726,D125,0.416567450076,0.0761143568038,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
6,300万円,2500000,3000000,False,miscellaneous,雑所得者,62083,D140,C140,300万円,435915,D14,411376,D160,0.142419967195,0.150915464198,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
6,300万円,2500000,3000000,False,other,他の区分に該当しない所得者,13281,D168,C168,300万円,435915,D14,382695,D188,0.0304669488318,0.0347038764551,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
7,400万円,3000000,4000000,False,business,事業所得者,199937,D43,C43,400万円,800193,D15,1174065,D62,0.249860971041,0.170294660006,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
7,400万円,3000000,4000000,False,real_estate,不動産所得者,124665,D78,C78,400万円,800193,D15,804398,D97,0.155793664778,0.154979251565,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
7,400万円,3000000,4000000,False,salary,給与所得者,368173,D106,C106,400万円,800193,D15,2385726,D125,0.460105249609,0.154323254221,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
7,400万円,3000000,4000000,False,miscellaneous,雑所得者,82463,D141,C141,400万円,800193,D15,411376,D160,0.103053888249,0.200456516666,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
7,400万円,3000000,4000000,False,other,他の区分に該当しない所得者,24955,D169,C169,400万円,800193,D15,382695,D188,0.0311862263229,0.0652085864723,NTA Sample Survey population: persons with positive self-assessed income tax,SURVEY_ESTIMATED_POPULATION_CELL,NTA-2024-SHINKOKU-T2-XLSX,data/raw/nta/nta_2024_shinkoku_sample_table2.xlsx,a134dc943714152ae351316b3442d8171705c65076c2b7e2f0a0aee7a7e1c791,NTA-2024-SHINKOKU-T2-PDF,data/raw/nta/nta_2024_shinkoku_sample_table2.pdf,9ebc7580d3922d7dfaba87e143d15d41307beb289960285734512601bb91ab26,REPRODUCED_OFFICIAL_SURVEY_ESTIMATE_CROSSTAB,NTA total-income class is not F71561 equivalized disposable-income decile; any bridge requires an explicit transport assumption
